,NumberOfCustomers
20621,382.23350078440853
20622,389.4317065439245
20623,452.880906784907
20624,455.92821336869383
20625,454.02926401165314
20626,449.89734195463825
20627,408.7787560396537
20628,361.7096226135036
20629,387.3204698935733
20630,444.9015463681135
20631,417.70086907580844
20632,414.0245256116614
20633,442.87876151525415
20634,434.54611801335705
20635,408.1777077394072
20636,384.09576744033257
20637,427.573504156986
20638,377.02597281101043
20639,354.26715973144746
20640,376.5070432391076
20641,407.96188801230164
20642,373.76626153843245
20643,369.00146240586764
20644,444.02521799504757
20645,432.72549082527985
20646,434.97189920808887
20647,438.53288649002207
20648,437.88281687896233
20649,374.3802350955957
20650,361.6523794081004
20651,407.3007337861927
20652,372.4855539739074
20653,356.3590385050338
20654,12.358004136622185
20655,492.8247580770112
20656,446.2501077174966
20657,-6.98956674526562
20658,521.0175838144205
20659,27.870439936581533
20660,506.17216297471896
20661,517.8273914629826
20662,515.8722715981712
20663,525.6589374569594
20664,42.37957269654726
20665,518.8051265522663
20666,538.4604866934824
20667,515.8675043538096
20668,545.9319199786405
20669,532.9386456045322
20670,445.08327474145335
20671,-7.836987401155056
20672,446.2585102284211
20673,437.72504095797194
20674,429.76183678151574
20675,444.6711386121169
20676,429.90186273815925
20677,432.9050316453795
20678,-20.232270308071747
20679,513.9095965468441
20680,498.7392727371771
20681,512.1735361119499
20682,514.6517070952104
20683,505.48623460312956
20684,444.24669133115094
20685,-12.71399436739739
20686,482.5505484356254
20687,577.5522458364139
20688,612.3782872968877
20689,546.0645369923732
20690,550.390219323046
20691,456.0424930345034
20692,-45.892867917486
20693,441.8046464730578
20694,460.39596764030284
20695,437.8185622751771
20696,452.4133661536034
20697,431.1077625233738
20698,444.8404371869692
20699,8.952084910415579
20700,530.6197479925468
20701,534.7178724477126
20702,514.8533852837863
20703,521.1358893001452
20704,568.7590867266408
20705,443.08261334025883
20706,4.863157177605899
20707,460.0180724551901
20708,441.7754678885394
20709,458.8853238094889
20710,238.46786885082838
20711,231.56944308747188
20712,3.0927488174056634
20713,252.73496928357054
20714,216.7694742846943
20715,2.975866027700249
20716,307.9873293195851
20717,292.3535524959152
20718,281.0384215232916
20719,279.7379118897079
20720,279.95067545503844
20721,308.1181774661818
20722,-2.926861650921637
20723,296.90033280226635
20724,253.79272472206503
20725,289.0409549106844
20726,267.05306997158914
20727,276.9907757883775
20728,233.51057034620317
20729,3.014298901252914
20730,235.05800147436094
20731,223.33083900771453
20732,243.49577863008017
20733,251.0534221996204
20734,255.50317709741648
20735,226.58252972897026
20736,-0.795435429434292
20737,243.89580859441776
20738,277.91714861031505
20739,283.1497135714744
20740,225.6459211903566
20741,100.80745720030973
20742,235.06586895379587
20743,-5.471495506470092
20744,284.1717598141113
20745,276.6256773630157
20746,302.5714306095324
20747,285.62285298714414
20748,297.76113153633196
20749,256.7149711214006
20750,4.811936017358676
20751,245.78031187932356
20752,226.9917082466127
20753,238.68105789154652
20754,235.6170589500107
20755,232.32473028247477
20756,243.13709909992758
20757,2.392036081990227
20758,281.9700471900578
20759,293.5390367237851
20760,293.2138982186152
20761,295.8088305107958
20762,281.32744462759
20763,222.8438228990999
20764,-4.025026398681803
20765,227.84525173038128
20766,236.5862051496224
20767,230.35113805916626
20768,9.30618009151658
20769,243.84313812677283
20770,204.41040068108123
20771,-6.396302721637767
20772,254.87063309538644
20773,-0.12480097258230671
20774,241.8970643025241
20775,248.0707302893279
20776,243.3948407524149
20777,280.96501387580065
20778,44.74886118550785
20779,247.36704295285745
20780,263.4801215234911
20781,245.20903673855355
20782,275.42214734561276
20783,261.9937084125122
20784,202.57173015968874
20785,-5.0408528196276166
20786,198.8850998733542
20787,195.86898427217966
20788,186.20947593078017
20789,193.5750485890312
20790,186.8657725523808
20791,189.382871838985
20792,-15.8945968131884
20793,246.84034267882816
20794,235.1036898457096
20795,245.52944457513513
20796,248.1473099901923
20797,237.82531540520722
20798,200.20430196914822
20799,-10.600308634864632
20800,218.1708411203581
20801,304.8344494480989
20802,337.84073755377904
20803,270.1643547883723
20804,275.1324123349041
20805,201.32145723578287
20806,-45.86890748562291
20807,193.82911711011548
20808,215.9878027951927
20809,191.33082617394393
20810,204.54972686595283
20811,188.36770965636242
20812,197.23359695461113
20813,7.834396008402109
20814,262.5153608637047
20815,265.8324741345132
20816,250.139754175907
20817,256.9161913965945
20818,299.23734901845455
20819,193.14477303775493
20820,9.174477718479466
20821,213.18977413908578
20822,194.0037640054361
20823,209.8122032394749
20824,284.6817852137028
20825,299.6814329607296
20826,6.778175773477415
20827,323.43848088450613
20828,328.65561609654105
20829,6.320311422197847
20830,392.37596582534024
20831,393.23954223896726
20832,381.53743349784054
20833,378.5810712262173
20834,363.9492843277694
20835,290.0396855674626
20836,-8.187123880343279
20837,409.55651487092837
20838,384.69587073259754
20839,401.5456361065444
20840,397.810901049379
20841,389.3354098116688
20842,313.2009001655679
20843,18.420934784138808
20844,314.9749096335436
20845,274.7085803502123
20846,288.1210061040765
20847,287.48581109722727
20848,287.7230840208358
20849,319.5455619135755
20850,-25.34679219024838
20851,377.4125049873837
20852,378.1989191818575
20853,391.4494512703386
20854,379.88716066948837
20855,343.9049419693765
20856,276.13016219571
20857,5.946498363860883
20858,373.3560170928249
20859,369.1949110045389
20860,364.27092664307565
20861,439.2414737273066
20862,360.8226439553255
20863,336.48668306623586
20864,4.264076703140745
20865,316.5041810289549
20866,311.94364406965906
20867,306.2402037057618
20868,323.94387799609103
20869,313.26976282018586
20870,313.63993403327186
20871,1.7210837780730799
20872,406.29713643543073
20873,410.9455829101498
20874,406.85303495117114
20875,406.1415599267639
20876,394.26345375651726
20877,306.590646017954
20878,8.240184162918013
20879,300.40725736290915
20880,321.67865035583964
20881,314.40917668066686
20882,512.3514325175493
20883,531.8921913182712
20884,22.483129489060957
20885,562.8071137728111
20886,569.9952102839015
20887,17.957464315695688
20888,621.1397509086237
20889,616.1907169125916
20890,605.7062544926885
20891,605.5966463054356
20892,599.4528052092937
20893,531.810753978265
20894,7.120096573838964
20895,643.0987139388744
20896,608.3088810813206
20897,629.8664945360797
20898,619.2323851753899
20899,605.5693718816328
20900,541.1406877740519
20901,17.396729783329647
20902,547.5676023389096
20903,498.7980475828226
20904,512.6509955836227
20905,509.9527711724804
20906,510.2420984481287
20907,546.6520178054052
20908,-25.701523486961378
20909,590.7487888258183
20910,592.990715504915
20911,613.736201383057
20912,607.0209939884371
20913,562.6700238902704
20914,505.2580233871413
20915,15.51488529870403
20916,594.0877842855989
20917,589.2900838325149
20918,-31.02988485217793
20919,656.5199785050645
20920,579.1083226393093
20921,572.7280143783428
20922,18.22589398502896
20923,538.7180978882534
20924,539.8748390944384
20925,532.4734898778843
20926,547.3568560361746
20927,528.7826183727884
20928,525.3197457927163
20929,-2.0594362219853792
20930,639.2830077652179
20931,632.9380345972895
20932,622.3683692380728
20933,613.2235241080052
20934,607.9035027399659
20935,532.1407566147391
20936,13.139169031870551
20937,526.6338528173219
20938,544.4585585584282
20939,534.3264670260542
20940,312.6289681093331
20941,329.6783687682182
20942,30.31241417018464
20943,354.9871585412766
20944,361.69712527845695
20945,21.534103359968867
20946,390.030771564052
20947,386.70307300865534
20948,375.81553924057516
20949,376.9614744306891
20950,372.8149033199297
20951,328.018984056529
20952,16.155206825380446
20953,414.25261034304276
20954,377.51112399005797
20955,397.9986598389223
20956,390.0298354615952
20957,375.8011818486557
20958,334.9211704292102
20959,20.34989414186566
20960,338.7224444125022
20961,300.8803262317524
20962,313.59600658259296
20963,310.37679361965274
20964,308.6236804742366
20965,342.4708972540393
20966,-13.03798143977474
20967,365.77933790834504
20968,368.8863045265898
20969,384.146490247309
20970,379.5774508159375
20971,339.3188101841515
20972,305.2457940780587
20973,23.913777484340244
20974,368.3727541786502
20975,362.5603446882451
20976,351.5349100393214
20977,419.153786490715
20978,353.3503099796071
20979,365.7673127426533
20980,21.399856984149665
20981,339.2878006052342
20982,333.4308507599635
20983,322.4727818530955
20984,340.32280031978735
20985,329.0846897676529
20986,318.6286020049447
20987,2.355698329571169
20988,406.3471074115805
20989,399.8269469018851
20990,391.14184698666213
20991,381.9960741128598
20992,377.65794469055254
20993,324.9468629102339
20994,13.33047625067411
20995,327.0941683613637
20996,336.08242378605064
20997,323.6955732066417
20998,206.91622491570888
20999,205.70238906651502
21000,-3.0590079426474404
21001,186.84230063448194
21002,191.12641093166894
21003,-2.272330987441819
21004,308.9393880473508
21005,292.0556224005704
21006,283.44205742739723
21007,223.46919154457282
21008,259.1238828947535
21009,237.22556342338794
21010,-3.3961970878299326
21011,295.0645654477412
21012,281.99709622288356
21013,264.575968744728
21014,298.9507302598504
21015,278.89953795517795
21016,205.07130093176966
21017,8.962688371655531
21018,232.14401587608154
21019,219.75262560270494
21020,221.40262271976098
21021,221.88740008603781
21022,226.1948794995842
21023,176.88287926380872
21024,-1.931508180045057
21025,263.95018600305775
21026,279.57222538391943
21027,273.9578182391706
21028,176.67046597463195
21029,258.5752800356713
21030,175.04153384477831
21031,-16.202194863930345
21032,234.5404116238642
21033,115.84115014068084
21034,294.8079235882615
21035,303.28620496281656
21036,313.0625419296266
21037,196.05400841942173
21038,-13.254800108959898
21039,202.73895637478563
21040,193.14772687273216
21041,217.7926449169463
21042,242.06422142364318
21043,216.24051770864753
21044,245.10651753129787
21045,9.75270508241374
21046,295.6317597376765
21047,285.85453117330326
21048,301.7814758356544
21049,311.9119694873807
21050,268.4131700305443
21051,168.88514512008987
21052,-10.447211180842714
21053,194.62431269488297
21054,226.35821303896955
21055,216.64121310363407
21056,211.64246422317228
21057,215.48863483288733
21058,6.99136605343665
21059,195.94874814135255
21060,196.74332207988482
21061,4.824117064214079
21062,309.58622124328394
21063,290.9097896452149
21064,282.86779586898047
21065,227.16574432939524
21066,260.65327098278794
21067,245.28724034925108
21068,2.308557108815876
21069,295.2988042194047
21070,281.799979966745
21071,264.79927356823464
21072,299.31307714300056
21073,277.24276034071227
21074,214.4824166437902
21075,10.701735436159652
21076,241.3983165526297
21077,224.25128059154667
21078,228.70636559202103
21079,229.700026344668
21080,235.11120916350046
21081,186.01041325423284
21082,7.561190260777948
21083,266.46811077627353
21084,279.7760622560163
21085,275.020705806528
21086,174.47579622085323
21087,255.4431447829702
21088,178.2833558114944
21089,-13.190726816348615
21090,230.76223022326303
21091,113.83253310038708
21092,293.4441334831645
21093,302.2514791708527
21094,314.48167792669847
21095,203.67132679116912
21096,-8.840773065865505
21097,210.3153861479659
21098,199.93402210183558
21099,227.83488772329292
21100,249.42742802419525
21101,224.38393021341471
21102,253.2344235826895
21103,15.238721153466031
21104,296.885271585008
21105,287.54394927824615
21106,302.8519843575341
21107,312.39246584812645
21108,268.4424299695529
21109,177.32765622629086
21110,-5.908850444393465
21111,199.9050549295498
21112,234.81394529799582
21113,223.75854654547584
21114,7.903814909019275
21115,249.79289121335023
21116,211.082926868723
21117,-6.348571912938496
21118,262.9980981144181
21119,0.9557950806920417
21120,250.18707612535218
21121,256.58254735250375
21122,252.39694225409767
21123,288.8870819004951
21124,44.57683853909839
21125,255.89774012219277
21126,270.9527261744661
21127,253.5744160929171
21128,283.34300451594754
21129,269.83137235048343
21130,209.3706767258409
21131,-5.276017422496807
21132,205.27841238726978
21133,202.2726632945123
21134,192.9256387705973
21135,199.8472363599867
21136,193.227942464815
21137,195.9038902875618
21138,-16.127101003628923
21139,254.91398124326952
21140,243.31796235174988
21141,253.78559030767065
21142,256.24805947669665
21143,246.4861990675854
21144,206.6877214369888
21145,-10.748037156648934
21146,226.25201911389013
21147,311.6997222696082
21148,344.8564622925187
21149,278.10246899104095
21150,282.92342487582937
21151,206.72291558643337
21152,-45.99122257481213
21153,200.1356779669004
21154,222.91792046572664
21155,197.4075051077234
21156,210.55443165224278
21157,194.57465531048365
21158,203.00332513387548
21159,6.689714812033344
21160,269.9427366286109
21161,273.4443129787105
21162,258.64468143778504
21163,264.52082010239246
21164,306.28167051347555
21165,198.9723678638402
21166,9.14384196139872
21167,219.20113489509095
21168,200.59419572044862
21169,216.30572262167698
21170,583.0624624899356
21171,593.6871631462418
21172,5.0948682804300915
21173,580.2649680017785
21174,570.469476628059
21175,9.677372316480614
21176,723.8543645979662
21177,712.2154524873476
21178,702.9096114519052
21179,645.1402778705233
21180,679.9816579644394
21181,641.2922013523639
21182,24.932178954797564
21183,716.0655787265277
21184,702.0561046999064
21185,691.7818442833377
21186,719.0846352453809
21187,694.2969380396535
21188,587.2485566207906
21189,15.74384728493169
21190,625.2866545108845
21191,596.9262667036091
21192,611.4053015372774
21193,618.0877718900447
21194,618.3850193639519
21195,556.237293539336
21196,13.91687848904985
21197,683.5505591720284
21198,701.2554062586278
21199,695.4752344654989
21200,597.0703743428166
21201,667.7654823607882
21202,560.7198109303135
21203,-11.947245308198035
21204,637.9571076590801
21205,522.8752097761608
21206,698.1243929163902
21207,709.6693637443532
21208,738.2114935921563
21209,594.4040162985912
21210,14.262636361410841
21211,594.0212804114271
21212,576.3766384323535
21213,608.5150194940506
21214,632.0270777529804
21215,599.8963427446724
21216,626.7216577200452
21217,17.70155725380755
21218,30.21166901208926
21219,697.8676553546684
21220,715.7206140094786
21221,727.8350048029679
21222,689.3515153189364
21223,570.3848372248467
21224,7.9481655042327475
21225,582.5341812746483
21226,620.1636526456277
21227,605.6256694620242
21228,16.0690490261768
21229,352.30716285755625
21230,306.4331548892078
21231,-1.4253945149539504
21232,343.0577431919519
21233,-10.681054045271594
21234,331.8838335851324
21235,339.58796253980836
21236,345.88387244098703
21237,398.19767280924134
21238,56.80229696139577
21239,344.9943175711087
21240,341.35282345168525
21241,333.97340104044997
21242,355.5597999234451
21243,342.98127335557365
21244,305.7057407250395
21245,-6.786506100761471
21246,293.9922955339425
21247,293.3337952832517
21248,287.1112167147803
21249,293.59923865649034
21250,287.77683115255786
21251,287.6723824898945
21252,-18.733271234727
21253,338.1469802932115
21254,326.7060861742357
21255,334.5531709503848
21256,342.49092970383936
21257,330.62820265995106
21258,297.9157489919162
21259,-12.159656645148061
21260,309.53876824246254
21261,391.3174787600001
21262,422.84990177690634
21263,357.6178707816289
21264,362.69961117883213
21265,298.2363481687498
21266,-41.75682809174759
21267,303.77295631807647
21268,314.3489782862016
21269,289.86655617220094
21270,303.5930561852292
21271,286.54196422497625
21272,295.7197442172619
21273,5.29885999506223
21274,347.5792318787717
21275,351.7029534818139
21276,335.6506330181728
21277,342.4306745501235
21278,385.9410910544393
21279,289.79860703725717
21280,7.603204826504225
21281,316.71259394456865
21282,292.42039444227703
21283,307.7187552852847
21284,213.0075080497918
21285,204.837039003236
21286,5.240230245413841
21287,227.79722552318708
21288,188.67257087491453
21289,-0.7125490473554237
21290,285.39417390027666
21291,268.76746434305096
21292,257.15334790287307
21293,254.6746760140959
21294,258.68440358847147
21295,291.7422230277007
21296,-5.836851634303457
21297,270.7704988384794
21298,232.1557087423862
21299,265.4417171617242
21300,247.5908736642741
21301,252.00668744384893
21302,217.63047364226077
21303,1.047743773466209
21304,214.6133917926636
21305,194.81555302884954
21306,223.74908889496874
21307,222.6013681103068
21308,234.46370283733995
21309,199.01863167862757
21310,-7.849643238310819
21311,211.4790143752616
21312,254.46062174247345
21313,258.0477395103808
21314,203.74964373372495
21315,81.2821969968063
21316,208.1871661131736
21317,-13.67054947980796
21318,254.0892489202961
21319,246.22282154706772
21320,279.11276102182455
21321,254.5188202832651
21322,273.3651091453503
21323,232.54692250642984
21324,-3.824276497703977
21325,222.61958021571627
21326,206.4000434163754
21327,220.0910194914468
21328,214.59989575203508
21329,211.11167882998416
21330,219.78440335870255
21331,1.6569432707183296
21332,261.17582214022696
21333,272.82108800024434
21334,272.07845741705387
21335,272.52846209783456
21336,262.9321514442854
21337,201.22208977387345
21338,-8.220895223901607
21339,198.74919899029192
21340,218.97366846942168
21341,215.67778214880673
21342,473.35574980592355
21343,481.5469185920083
21344,3.850974883942399
21345,466.29623000425636
21346,458.66148100071587
21347,1.1507110307575203
21348,605.9044420143473
21349,589.5470448486158
21350,577.0270503218926
21351,509.3609751701588
21352,553.1799119599455
21353,510.0727427546517
21354,2.4723769281990826
21355,586.9280230300501
21356,574.0912795102631
21357,559.5357387433469
21358,588.268809640198
21359,570.6904363506474
21360,483.88596631225664
21361,3.0965848156483844
21362,515.1622262833698
21363,491.1191570746305
21364,504.3698160008935
21365,503.57317793549737
21366,507.75323611480417
21367,446.09273059514817
21368,-0.14712863761815242
21369,556.2353455095727
21370,573.8163462353405
21371,567.9478234910348
21372,469.0706977947266
21373,543.488562395185
21374,448.32219211081974
21375,-25.549106460443
21376,514.7498381083424
21377,406.9954022707534
21378,584.8698222989915
21379,596.3302224543004
21380,616.6093565011397
21381,479.91059769302956
21382,-8.316466430405853
21383,476.9757007036824
21384,465.96123862761306
21385,501.2935349258187
21386,520.3726429879607
21387,495.09737499503535
21388,523.7482886957296
21389,13.229990357940551
21390,594.0940636092273
21391,577.9877941947198
21392,596.1454521001724
21393,608.9570746443642
21394,559.1531557055423
21395,453.1589086878521
21396,-8.456416069268016
21397,460.4436763935664
21398,503.01641419896623
21399,491.8997119239357
21400,14.188450175948674
21401,310.4439262165106
21402,266.28705081154476
21403,-1.8895188583992422
21404,300.3343996393087
21405,-15.015687802137109
21406,289.18378934895736
21407,296.08302434021607
21408,301.6825757912884
21409,357.6520402012393
21410,55.95954746741336
21411,301.13209034423926
21412,296.7805514865613
21413,290.3012835883128
21414,312.07656075124396
21415,299.38651379712974
21416,265.45787354395725
21417,-6.578760601434624
21418,253.17841166234575
21419,253.41210880718427
21420,247.00932319936692
21421,252.15533294840134
21422,247.65122188875102
21423,247.44488345945138
21424,-18.181345661665546
21425,295.1560118923371
21426,284.1221181752917
21427,291.72475160940667
21428,299.137958878302
21429,287.53297296876553
21430,257.44645407033386
21431,-12.195702876400901
21432,267.00662332825596
21433,346.96938960137777
21434,378.36960082754376
21435,313.18980501094484
21436,318.19972319796216
21437,255.87622902737348
21438,-42.424846836336656
21439,262.14529414102435
21440,273.83725513872923
21441,249.13868672971148
21442,262.7087676030642
21443,246.3311871875485
21444,254.75456554899574
21445,4.65793356121867
21446,304.57773643019027
21447,308.57965344330296
21448,293.2762731812545
21449,299.77663162339013
21450,342.0200015362352
21451,248.14662435199716
21452,7.718761466065189
21453,275.38592410311685
21454,251.45766240521334
21455,266.0888385682774
21456,168.61444202106213
21457,157.05132311739726
21458,-14.504356960300356
21459,178.9522735750361
21460,203.0032420307689
21461,8.048232769127935
21462,252.3462295534555
21463,258.9658469510614
21464,244.72502387492568
21465,272.0910084085481
21466,278.67674300816725
21467,211.97920708055608
21468,-11.32468945859
21469,286.08547524470487
21470,273.1912624826364
21471,267.03592430319986
21472,279.3922900133184
21473,286.71132861971273
21474,191.78426700559794
21475,1.1558867315761745
21476,198.48470525295124
21477,187.20734664652264
21478,184.0182897191553
21479,172.38980907350197
21480,148.09851445927052
21481,182.3614585628966
21482,0.39309269646764733
21483,272.5230482399638
21484,238.4745677340834
21485,283.09608015519916
21486,267.01059153076494
21487,270.00977059217985
21488,196.62649729222176
21489,6.52501908611157
21490,277.16591359928134
21491,276.03807510176557
21492,249.80736255523516
21493,267.52209449128713
21494,247.14845697701094
21495,182.45363651949447
21496,-45.02702180767665
21497,188.39613431706675
21498,191.49560930862208
21499,188.78923202416627
21500,178.03429335850524
21501,198.38215916001354
21502,194.33449074270902
21503,-1.7426685769460164
21504,266.5567451446259
21505,273.19689033419127
21506,264.5908137424849
21507,275.58259179934976
21508,277.02369578546495
21509,181.71152867464116
21510,-1.4295867799955886
21511,171.14524514658842
21512,186.35841442100354
21513,194.3599560292496
21514,323.82940878627414
21515,328.01159537817875
21516,5.365138089036918
21517,311.76992407738
21518,309.270096310036
21519,3.5661653752613347
21520,438.13528880869853
21521,420.029038896595
21522,409.5606235061423
21523,349.7549210838333
21524,387.63430110609625
21525,358.6667639146035
21526,4.040015870486968
21527,422.4197451184591
21528,409.76437678645016
21529,392.58694519882556
21530,424.7843929224182
21531,404.90970065968577
21532,328.6356302941567
21533,9.384064490310266
21534,357.45487763010897
21535,339.13379749213345
21536,345.42390874918783
21537,345.58130291008274
21538,350.54879926792637
21539,297.23793740425026
21540,4.128131099045277
21541,391.4372351706261
21542,407.0939695035049
21543,401.704164859766
21544,302.3144067346293
21545,381.02972407932975
21546,291.5759139654401
21547,-16.868910555524053
21548,354.4862284612318
21549,240.27046445029555
21550,419.146349954186
21551,430.1921078993764
21552,444.38725600397447
21553,319.27455866368837
21554,-7.5377992997237016
21555,323.3462711319298
21556,312.81452421544236
21557,344.67133057446335
21558,363.9513707153237
21559,338.56352710255305
21560,368.2737361888576
21561,14.236549158085836
21562,425.51508767326595
21563,412.3800706137554
21564,429.7963761714054
21565,440.15375131188193
21566,394.8521374735865
21567,293.63095401230385
21568,-6.526135870022699
21569,310.6847195143928
21570,348.9759404074139
21571,337.0818339660618
21572,181.0172833076649
21573,170.8586392129364
21574,-4.279819768024026
21575,190.2659590918629
21576,212.34148656619072
21577,12.257644493540283
21578,255.24950156541308
21579,260.70299160185095
21580,250.300023776319
21581,279.3756579959154
21582,286.00049603314255
21583,224.32010309086763
21584,-2.0621627326036105
21585,292.4309715455456
21586,276.14101689062954
21587,273.0715539553785
21588,284.68344340282783
21589,292.3742601911363
21590,204.65780985209858
21591,9.669022238973412
21592,212.5789380963688
21593,195.8212923319661
21594,194.2803563758789
21595,186.74175982980523
21596,159.3693997738592
21597,197.32000813919876
21598,7.07742438709829
21599,275.5246136756032
21600,242.68548984840163
21601,288.7701563074952
21602,268.4943935195479
21603,272.35086497261364
21604,207.98124113651284
21605,10.012567707162816
21606,278.12695655309653
21607,277.53979626708315
21608,254.7478033213556
21609,269.72073752289
21610,250.790843078139
21611,197.56107345275814
21612,-39.30335154510976
21613,197.9625665548665
21614,204.45978719844425
21615,201.41633305395953
21616,192.6130728743883
21617,212.41148006217554
21618,208.72606190330407
21619,6.515130185041926
21620,274.8259648224048
21621,280.54646859216155
21622,270.7019364434236
21623,282.01782332893345
21624,283.04766710130207
21625,193.1235387272318
21626,7.216939495905535
21627,183.62395369735896
21628,200.18571720065665
21629,208.93020936193352
21630,207.11729460494826
21631,205.46202609376633
21632,-3.1803729491948616
21633,186.60821440033033
21634,191.59874162767665
21635,-2.86475233634701
21636,309.09218662345666
21637,292.1362630328804
21638,283.2195633423398
21639,222.63695591385476
21640,258.6469695190317
21641,236.0409288019291
21642,-3.8963285427889787
21643,294.5287617734866
21644,281.78892893501325
21645,264.2852133224078
21646,297.94962338445475
21647,278.58488728068187
21648,205.04846145265037
21649,8.911290279327659
21650,232.35034542775247
21651,220.85623839576147
21652,221.7564119474264
21653,222.3106945877662
21654,226.78008729676367
21655,177.21670774184167
21656,-3.0811943287262693
21657,263.49935812246986
21658,279.4245419613144
21659,273.4574824050069
21660,176.84158163596294
21661,258.9396495273686
21662,175.6071747294336
21663,-16.496241652785102
21664,234.98299424964353
21665,116.41702800875646
21666,295.0343063037144
21667,303.8268376227643
21668,313.14857848282554
21669,195.8909647608525
21670,-13.74324465857353
21671,202.57064110893407
21672,193.43997457585647
21673,217.92970216507092
21674,242.44268761685817
21675,216.60286003301735
21676,244.98852467437973
21677,9.254172947927145
21678,295.78855524229584
21679,285.46517516620224
21680,302.06106298274244
21681,312.04703625821276
21682,267.8993949229771
21683,169.06000686078914
21684,-10.783615402586292
21685,194.52840312590706
21686,226.08456101614865
21687,216.52269029567833
21688,303.15938161869417
21689,322.1216269217548
21690,22.037495864497032
21691,346.5869446599245
21692,350.64365680840274
21693,9.88616078767518
21694,387.2854895887431
21695,386.6762795194809
21696,374.9009617006377
21697,375.0809282155242
21698,364.41127168496314
21699,320.5563225567166
21700,-1.1817433549731504
21701,410.7397343334742
21702,379.0402629867749
21703,396.68918886443134
21704,390.46591957542114
21705,377.4692747046356
21706,331.9400440951722
21707,11.360484883975005
21708,330.1787676587992
21709,288.5743532862107
21710,301.3398393274838
21711,298.1861989810859
21712,298.6911720865173
21713,330.7031241284567
21714,-26.17273900649161
21715,363.21785857166105
21716,367.425694244288
21717,380.8002067886846
21718,374.1784123899706
21719,333.5926509735
21720,291.1402401101659
21721,7.66031931352336
21722,363.0043689858285
21723,356.91913302071043
21724,346.217271889167
21725,418.28174272533215
21726,349.2910070896469
21727,359.04863149352605
21728,8.576103352505015
21729,333.29296863438503
21730,327.33595095980854
21731,318.9757910017943
21732,336.26515128933534
21733,324.42453987369663
21734,317.11879203570425
21735,-3.0584149514179444
21736,402.27154409776267
21737,400.7780290931114
21738,392.0695764017146
21739,386.53590926610923
21740,381.4368094189267
21741,322.969769899908
21742,5.477651608205633
21743,316.38228632080427
21744,333.3536756536487
21745,320.14893734919315
21746,419.88107523534563
21747,432.1048108423129
21748,5.01233209806378
21749,479.36061537399655
21750,461.3792612765101
21751,12.032588403148111
21752,551.3996692322835
21753,585.6296353125072
21754,550.1988212761062
21755,573.6467814180651
21756,575.6679419903376
21757,494.0904665704875
21758,-10.257353336259257
21759,576.9079295210249
21760,545.2302982216934
21761,544.0734876714705
21762,570.4055606493203
21763,554.5224039430032
21764,447.2088202519226
21765,6.978857297624927
21766,451.2123715701164
21767,421.01356643260806
21768,436.63638378024916
21769,403.47149524925044
21770,422.3308447144227
21771,433.93914816348115
21772,-18.18287684887764
21773,530.027696871548
21774,537.9747354166175
21775,552.0616999201302
21776,533.5881463011028
21777,535.9600398392649
21778,440.67443031654693
21779,-6.620001952309394
21780,683.753742995119
21781,555.5329636652896
21782,554.9247561599477
21783,527.7084842713084
21784,507.76112731860485
21785,429.1712830297183
21786,1.2840231391019188
21787,457.1815779187018
21788,452.7874129487027
21789,449.1816293922311
21790,452.75172829136136
21791,462.19175706477836
21792,467.32659574149875
21793,-10.101595792890294
21794,563.4984526551852
21795,558.9805444784579
21796,574.8633218353789
21797,579.403947406885
21798,571.6727568087226
21799,448.64945649928995
21800,3.402802164084278
21801,432.7639844164951
21802,472.39653469479526
21803,463.4172972512024
21804,401.1534162700118
21805,403.336666135001
21806,-0.6045346833125222
21807,387.32568779890426
21808,385.53949147980893
21809,-0.6052226272295229
21810,527.4927032142004
21811,512.4641741329106
21812,500.6092089692538
21813,431.8407907622459
21814,475.0229233718419
21815,433.6104668022599
21816,0.7692056956002489
21817,510.1044554754044
21818,497.3846120434173
21819,481.9150047390722
21820,512.1312806819042
21821,495.30255075148307
21822,405.14525386109017
21823,7.574879609892378
21824,435.3201472568908
21825,417.6354108496744
21826,426.04451823755517
21827,425.23157906444976
21828,428.6479099429271
21829,370.03832897363463
21830,-3.1214150704618078
21831,477.9415904892958
21832,496.4775254492415
21833,490.15710559132276
21834,394.1277555638808
21835,471.10646605695365
21836,376.04735260119196
21837,-21.02130674108048
21838,444.15606848619063
21839,332.4795737556997
21840,510.1138135722431
21841,520.2127502737858
21842,536.0963262751175
21843,401.52226415174664
21844,-8.70394559809938
21845,400.7691378670279
21846,390.7841541816306
21847,420.5736119952926
21848,443.2991217643139
21849,417.43876489266404
21850,445.91170273843454
21851,12.714141906268196
21852,514.9186647610331
21853,500.41519856386003
21854,518.1501883910096
21855,530.8573457927268
21856,482.84726046724245
21857,373.85123912012205
21858,-7.989937137579545
21859,388.32920909501263
21860,425.38333126090583
21861,415.85013325320324
21862,5.408270847285166
21863,297.65086125792004
21864,260.83992502171895
21865,-5.400651583971921
21866,320.8917267032957
21867,9.224753238086123
21868,307.4345601289824
21869,315.213049445214
21870,311.8060806475696
21871,340.85706663905876
21872,43.53080655192025
21873,314.528486466239
21874,328.36608012314537
21875,311.8934567083197
21876,341.36300985186244
21877,327.6266143102257
21878,259.3797023995139
21879,-4.565138217178173
21880,255.50843743240694
21881,251.87859893325367
21882,243.52554271742702
21883,250.4573695930012
21884,242.92782709180028
